cmdCode,cmdDescE,proximity
841451,"Fans; table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125W",0.16666666666666666
591120,"Textile products and articles for technical uses; bolting cloth, whether or not made up",0.16666666666666666
530310,"Jute and other textile bast fibres; raw or retted, but not spun, (excluding flax, hemp (cannabis sativa L.), and ramie)",0.16666666666666666
844712,"Knitting machines; circular, with cylinder diameter exceeding 165mm",0.16666666666666666
870322,"Vehicles; spark-ignition internal combustion reciprocating piston engine, cylinder capacity exceeding 1000cc but not exceeding 1500cc",0.16666666666666666
844711,"Knitting machines; circular, with cylinder diameter not exceeding 165mm",0.16666666666666666
844720,"Knitting machines; flat, stitch-bonding machines",0.16666666666666666
600623,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, of yarns of different colours",0.16666666666666666
481039,"Kraft paper and paperboard; coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in item no. 4810.31 and 4810.32, in rolls or sheets",0.16666666666666666
481031,"Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight 150g/m2 or less, for non-graphic purposes, in rolls or sheets",0.16666666666666666
940530,Lighting sets; of a kind used for Christmas trees,0.16666666666666666
551221,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, unbleached or bleached",0.16666666666666666
390529,"Vinyl acetate copolymers; (other than in aqueous dispersion), in primary forms",0.16666666666666666
390521,"Vinyl acetate copolymers; in aqueous dispersion, in primary forms",0.16666666666666666
961390,"Lighters; parts for cigarette lighters and other lighters, whether or not mechanical or electrical, other than flints and wicks",0.16666666666666666
540784,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, printed",0.16666666666666666
540782,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed",0.16666666666666666
851770,"Telephone sets and other apparatus for the transmission or reception of voice, images or other data, via a wired or wireless network; parts",0.16666666666666666
521212,"Fabrics, woven; of cotton, bleached, weighing not more than 200g/m2, n.e.c. in chapter 52",0.16666666666666666
810320,"Tantalum; unwrought, including bars and rods obtained simply by sintering, powders",0.16666666666666666
720293,Ferro-alloys; ferro-niobium,0.16666666666666666
731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",0.16666666666666666
721633,"Iron or non-alloy steel; H sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",0.16666666666666666
851821,"Loudspeakers; single, mounted in their enclosures",0.16666666666666666
670290,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit, of materials other than plastics",0.16666666666666666
890520,Floating or submersible drilling or production platforms,0.16666666666666666
820420,"Tools, hand; interchangeable spanner sockets, with or without handles",0.16666666666666666
820412,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable",0.16666666666666666
810390,Tantalum; articles n.e.c. in heading no. 8103,0.16666666666666666
846130,"Machine-tools; broaching machines, working by removing metal, sintered metal carbides or cermets",0.16666666666666666
820560,"Tools, hand; blow lamps",0.16666666666666666
540752,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, dyed",0.16666666666666666
380992,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the paper industry (excluding those with a basis of amylaceous substances)",0.16666666666666666
151329,"Vegetable oils; palm kernel or babassu oil and their fractions, other than crude, whether or not refined, but not chemically modified",0.16666666666666666
550330,"Fibres; synthetic staple fibres, acrylic or modacrylic, not carded, combed or otherwise processed for spinning",0.16666666666666666
550490,"Fibres; artificial staple fibres, other than of viscose, not carded, combed or otherwise processed for spinning",0.16666666666666666
550290,"Fibres; artificial filament tow, other than cellulose acetate",0.16666666666666666
731449,"Iron or steel wire; grill, netting and fencing, coated with materials other than zinc or plastic",0.16666666666666666
151110,"Vegetable oils; palm oil and its fractions, crude, not chemically modified",0.16666666666666666
200591,"Vegetable preparations; bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid, not frozen",0.16666666666666666
521021,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, bleached, plain weave, weighing 200g/m2 or less",0.16666666666666666
130214,Vegetable saps and extracts; of ephedra,0.16666666666666666
293624,"Vitamins; D- or DL-pantothenic acid (vitamin B3 or vitamin B5) and its derivatives, unmixed",0.16666666666666666
720390,"Ferrous products; spongy ferrous products and iron having a minimum purity by weight of 99.94%, in lumps, pellets or similar forms",0.16666666666666666
381121,Lubricating oil additives; containing petroleum oils or oils obtained from bituminous minerals,0.16666666666666666
732399,"Iron or steel; table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",0.16666666666666666
720310,"Ferrous products; obtained by direct reduction of iron ore, in lumps, pellets or similar forms",0.16666666666666666
290394,Halogenated derivatives of aromatic hydrocarbons; hexabromobiphenyls,0.16666666666666666
382477,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing bromomethane (methyl bromide) or bromochloromethane",0.16666666666666666
691010,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures; of porcelain or china",0.16666666666666666
540341,"Yarn, artificial; filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), multiple (folded) or cabled, not for retail sale, not sewing thread",0.16666666666666666
500500,"Silk; yarn spun from silk waste, not put up for retail sale",0.16666666666666666
283524,"Phosphates; of potassium, whether or not chemically defined",0.16666666666666666
900890,"Photographic (other than cinematographic) image projectors, enlargers, and reducers; parts and accessories",0.16666666666666666
910111,"Wrist-watches; electrically operated, with or without a stop-watch, with case of precious metal or of metal clad with precious metal, with mechanical display only",0.16666666666666666
391212,"Cellulose acetates; plasticised, in primary forms",0.16666666666666666
900661,Photographic flashlight apparatus; discharge lamp (electronic),0.16666666666666666
847050,Cash registers,0.16666666666666666
420232,"Cases and containers; of a kind normally carried in the pocket or in the handbag, with outer surface of sheeting of plastics or of textile materials",0.16666666666666666
420292,"Cases and containers; n.e.c. in heading 4202, with outer surface of plastic sheeting or of textile materials",0.16666666666666666
370710,"Photographic goods; sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use",0.16666666666666666
460193,"Plaiting materials, plaits and similar products of plaiting materials; (not mats, matting or screens), of rattan",0.16666666666666666
390770,Poly(lactic acid); in primary forms,0.16666666666666666
540339,"Yarn, artificial; filament, monofilament (less than 67 decitex), single, n.e.c. in heading no. 5403, not for retail sale, not sewing thread",0.16666666666666666
900630,"Cameras, photographic (excluding cinematographic); specially designed for underwater use, aerial survey, medical or surgical examination of internal organs; comparison cameras for forensic or criminological use",0.16666666666666666
900652,"Cameras, photographic (excluding cinematographic); of a kind (not SLR) for roll film of a width less than 35mm",0.16666666666666666
540219,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of high tenacity nylon or other polyamides, textured or not; other than aramids, not for retail sale, not sewing thread",0.16666666666666666
381220,"Plasticisers, compound; for rubber or plastics",0.16666666666666666
831000,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols; of base metal, excluding those of heading no. 9405",0.16666666666666666
851511,"Brazing or soldering machines and apparatus; soldering irons and guns, whether or not capable of cutting",0.16666666666666666
392073,"Plastics; plates, sheets, film, foil and strip (not self-adhesive), of cellulose acetate, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",0.16666666666666666
392094,"Plastics; plates, sheets, film, foil and strip (not self-adhesive), of phenolic resins, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",0.16666666666666666
845221,"Sewing machines; (not household type), automatic units",0.16666666666666666
271111,"Petroleum gases and other gaseous hydrocarbons; liquefied, natural gas",0.16666666666666666
271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",0.16666666666666666
690911,"Ceramic wares; for laboratory, chemical or other technical uses, of porcelain or china",0.16666666666666666
262021,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly lead; leaded gasoline sludges and leaded anti-knock compound sludges",0.16666666666666666
121130,"Coca leaf; used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not crushed or powdered",0.16666666666666666
121130,"Coca leaf; of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",0.16666666666666666
260500,Cobalt ores and concentrates,0.16666666666666666
440341,"Wood, tropical; as specified in Subheading Note 2 to this Chapter, dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",0.16666666666666666
270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",0.16666666666666666
440725,"Wood, tropical; dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",0.16666666666666666
440349,"Wood, tropical; other than dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",0.16666666666666666
294200,Organic compounds; n.e.c. in chapter 29,0.16666666666666666
293080,"Organo-sulphur compounds; aldicarb (ISO), captafol (ISO) and methamidophos (ISO)",0.16666666666666666
910521,"Clocks; (excluding those with watch movements and instrument panel clocks), wall clocks, electrically operated",0.16666666666666666
910511,"Clocks; (excluding those with watch movements and instrument panel clocks), alarm clocks, electrically operated",0.16666666666666666
830110,"Padlocks; (key, combination or electrically operated), of base metal",0.16666666666666666
910910,"Clock movements; complete and assembled, electrically operated",0.16666666666666666
830590,"Stationery; letter clips, letter corners, paper clips, indexing tags and similar office articles, including parts, of base metal",0.16666666666666666
110814,Starch; manioc (cassava),0.16666666666666666
440726,"Wood, tropical; white lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",0.16666666666666666
441891,"Wood; builders' joinery and carpentry of wood n.e.c. in heading no. 4418, of bamboo",0.16666666666666666
851950,Sound recording or reproducing apparatus; telephone answering machines,0.16666666666666666
281511,Sodium hydroxide (caustic soda); solid,0.16666666666666666
480640,"Paper; glassine and other glazed transparent or translucent papers, in rolls or sheets",0.16666666666666666
382482,"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)",0.16666666666666666
392640,Plastics; statuettes and other ornamental articles,0.16666666666666666
811212,"Beryllium and articles thereof; unwrought beryllium, powders",0.16666666666666666
470319,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of non-coniferous wood",0.16666666666666666
290529,"Alcohols; acyclic, unsaturated monohydric, (other than acyclic terpene alcohols)",0.16666666666666666
293944,Alkaloids; norephedrine and its salts,0.16666666666666666
293941,Alkaloids; ephedrine and its salts,0.16666666666666666
280519,Alkali or alkali-earth metals; other than sodium and calcium,0.16666666666666666
381210,Rubber accelerators; prepared,0.16666666666666666
291221,"Aldehydes; cyclic, without other oxygen function, benzaldehyde",0.16666666666666666
291242,"Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)",0.16666666666666666
401320,"Rubber; inner tubes, of a kind used on bicycles",0.16666666666666666
290512,"Alcohols; saturated monohydric, propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)",0.16666666666666666
290542,"Alcohols; polyhydric, pentaerythritol",0.16666666666666666
290541,"Alcohols; polyhydric, 2-ethyl-2- (hydroxymethyl) propane-1,3-diol (trimethylolpropane)",0.16666666666666666
790120,"Zinc; unwrought, alloys",0.16666666666666666
550992,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with cotton, n.e.c. in heading no. 5509, not put up for retail sale",0.16666666666666666
880240,"Aeroplanes and other aircraft; of an unladen weight exceeding 15,000kg",0.16666666666666666
400249,"Rubber; synthetic, chloroprene (chlorobutadiene) rubber (CR), (other than latex), in primary forms or in plates, sheets or strip",0.16666666666666666
400270,"Rubber; synthetic, ethylene-propylene-non-conjugated diene rubber (EPDM), in primary forms or in plates, sheets or strip",0.16666666666666666
400239,"Rubber; synthetic, halo-isobutene-isoprene rubber (CIIR or BIIR), in primary forms or in plates, sheets or strip",0.16666666666666666
291536,Acids; saturated acyclic monocarboxylic acids; dinoseb (ISO) acetate,0.16666666666666666
400291,"Rubber; synthetic, n.e.c. in heading 4002, latex, in primary forms or in plates, sheets or strip",0.16666666666666666
291529,Acids; saturated acyclic monocarboxylic acids; acetic acid and its salts n.e.c. in item no. 2915.2,0.16666666666666666
291822,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",0.16666666666666666
401692,"Rubber; vulcanised (other than hard rubber), erasers, of non-cellular rubber",0.16666666666666666
291817,"Acids; carboxylic acids, (with alcohol function but without other oxygen function), 2,2-Diphenyl-2-hydroxyacetic acid (benzilic acid)",0.16666666666666666
293949,"Alkaloids; other than ephedrine, pseudoephedrine (INN), norephedrine, and cathine (INN) and their salts",0.16666666666666666
903210,"Regulating or controlling instruments and apparatus; automatic type, thermostats",0.16666666666666666
852792,Radio-broadcast receivers n.e.c. in heading no. 8527; not combined with sound recording or reproducing apparatus but combined with a clock,0.16666666666666666
292112,"Amine-function compounds; acyclic monoamines and their derivatives, and salts thereof, 2-(N,N-Dimethylamino)ethylchloride hydrochloride",0.16666666666666666
821300,"Scissors; tailors' shears, similar shears and blades therefore",0.16666666666666666
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",0.16666666666666666
950662,Balls; inflatable,0.16666666666666666
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums; in primary forms or in plates, sheets or strip",0.16666666666666666
901600,"Balances; of a sensitivity of 5cg or better, with or without weights",0.16666666666666666
847130,"Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display",0.16666666666666666
950691,Athletics and gymnastics equipment,0.16666666666666666
281219,"Arsenic trichloride and other chlorides and chloride oxides, n.e.c. in item no. 2812",0.16666666666666666
160562,"Aquatic invertebrates; sea urchins, prepared or preserved",0.16666666666666666
470693,"Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, obtained by a combination of mechanical and chemical processes",0.16666666666666666
290313,Saturated chlorinated derivatives of acyclic hydrocarbons; chloroform (trichloromethane),0.16666666666666666
970600,Antiques; of an age exceeding one hundred years,0.16666666666666666
282580,Antimony oxides,0.16666666666666666
294110,Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof,0.16666666666666666
284169,"Salts; of oxometallic or peroxometallic acids, manganites, manganates and permanganates, other than potassium permanganate",0.16666666666666666
841420,Pumps; hand or foot-operated air pumps,0.16666666666666666
510810,"Yarn; of fine animal hair, carded, not put up for retail sale",0.16666666666666666
510820,"Yarn; of fine animal hair, combed, not put up for retail sale",0.16666666666666666
852692,Radio remote control apparatus,0.16666666666666666
292249,"Amino-acids, other than those containing more than one kind of oxygen function, their esters; salts thereof, excluding lysine, glutamic acid, anthranalic acid and tilidine, their esters and salts thereof",0.16666666666666666
852791,Radio-broadcast receivers n.e.c. in heading no. 8527; combined with sound recording or reproducing apparatus,0.16666666666666666
330125,"Oils, essential; of mints (excluding peppermint), terpeneless or not, including concretes and absolutes",0.16666666666666666
701510,"Glasses for corrective spectacles; curved, bent, hollowed or the like, not optically worked",0.16666666666666666
850239,"Electric generating sets; (excluding those with spark-ignition or compression-ignition internal combustion piston engines), other than wind powered",0.16666666666666666
711049,"Metals; iridium, osmium, ruthenium, semi-manufactured",0.16666666666666666
290211,Cyclic hydrocarbons; cyclohexane,0.16666666666666666
740620,"Copper; powders of lamellar structure, flakes",0.16666666666666666
711041,"Metals; iridium, osmium, ruthenium, unwrought or in powder form",0.16666666666666666
848610,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers,0.16666666666666666
670411,"Wigs; complete, of synthetic textile materials",0.16666666666666666
740312,"Copper; refined, unwrought, wire-bars",0.16666666666666666
920790,"Musical instruments; (other than keyboard), the sound of which is produced or must be amplified electrically",0.16666666666666666
290270,Cyclic hydrocarbons; cumene,0.16666666666666666
581091,"Embroidery; with visible ground, of cotton, in the piece, in strips or in motifs",0.16666666666666666
292425,Cyclic amides (including cyclic carbamates) and their derivatives; alachlor (ISO) and its salts,0.16666666666666666
848630,Machines and apparatus of a kind used solely or principally for the manufacture of flat panel displays,0.16666666666666666
283719,Cyanides and cyanide oxides; other than of sodium,0.16666666666666666
821490,Cutlery; hair clippers and mincing knives,0.16666666666666666
871410,Motorcycles (including mopeds); parts and accessories,0.16666666666666666
120300,Copra,0.16666666666666666
520511,"Cotton yarn; (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale",0.16666666666666666
810296,Molybdenum; wire,0.16666666666666666
382475,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing carbon tetrachloride",0.16666666666666666
841210,"Engines; reaction engines, other than turbo-jets",0.16666666666666666
382471,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs)",0.16666666666666666
810299,Molybdenum; articles n.e.c. in heading no. 8102,0.16666666666666666
282570,Molybdenum oxides and hydroxides,0.16666666666666666
160554,"Mollusc preparations; cuttle fish and squid, prepared or preserved",0.16666666666666666
293625,"Vitamins; vitamin B6 and its derivatives, unmixed",0.16666666666666666
520642,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",0.16666666666666666
261310,Molybdenum ores and concentrates; roasted,0.16666666666666666
741022,"Copper; foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of copper alloys",0.16666666666666666
293622,"Vitamins; vitamin B1 and its derivatives, unmixed",0.16666666666666666
901790,"Drawing, marking-out equipment and mathematical instruments; parts and accessories",0.16666666666666666
230660,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of palm nuts or kernels oils",0.16666666666666666
850750,"Electric accumulators; nickel-metal hydride, including separators, whether or not rectangular (including square)",0.16666666666666666
961511,"Combs, hair slides and the like; of hard rubber or plastics",0.16666666666666666
847210,Office machines; duplicating machines,0.16666666666666666
850730,"Electric accumulators; nickel-cadmium, including separators, whether or not rectangular (including square)",0.16666666666666666
280530,"Earth-metals, rare; scandium and yttrium, whether or not intermixed or interalloyed",0.16666666666666666
710391,"Stones; rubies, sapphires and emeralds, worked (other than simply sawn or roughly shaped), not strung, mounted or set",0.16666666666666666
910811,"Watch movements; complete and assembled, electrically operated, with mechanical display only or with a device to which a mechanical display can be incorporated",0.16666666666666666
292019,Esters; thiophosphoric esters (phosphorothioates) and their salts; other than parathion (ISO) and parathion-methyl (ISO) (methyl-parathion),0.16666666666666666
901832,"Medical, surgical instruments and appliances; tubular metal needles and needles for sutures",0.16666666666666666
292630,"Nitrile-function compounds; fenproporex (INN) and its salts; methadone (INN) intermediate (4-cyano-2-dimethylamino-4,4-diphenylbutane)",0.16666666666666666
750120,Nickel; oxide sinters and other intermediate products of nickel metallurgy,0.16666666666666666
520634,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",0.16666666666666666
741999,Copper; articles n.e.c. in heading no. 7419,0.16666666666666666
844851,"Machines; parts and accessories of machines of heading no. 8447 or auxiliary machinery, sinkers, needles and other articles used in forming stitches",0.16666666666666666
853620,"Electrical apparatus; automatic circuit breakers, for a voltage not exceeding 1000 volts",0.16666666666666666
710229,"Diamonds; industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",0.16666666666666666
750610,"Nickel; plates, sheets, strip and foil, not alloyed",0.16666666666666666
750711,"Nickel; tubes and pipes, not alloyed",0.16666666666666666
290499,"Derivatives of hydrocarbons n.e.c. in heading no. 2904, whether or not halogenated",0.16666666666666666
121150,"Ephedra, of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",0.16666666666666666
290435,"Derivatives of hydrocarbons; salts of perfluorooctane sulphonic acid n.e.c in heading no. 2904, whether or not halogenated",0.16666666666666666
293623,"Vitamins; vitamin B2 and its derivatives, unmixed",0.16666666666666666
390210,"Propylene, other olefin polymers; polypropylene in primary forms",0.16
283990,"Silicates; commercial alkali metal silicates, other than of sodium",0.15789473684210525
560129,"Wadding; other articles thereof, other than of cotton or man-made fibres",0.15789473684210525
852380,"Media n.e.c. in heading 8523, whether or not recorded, excluding products of Chapter 37",0.15789473684210525
110630,"Flour, meal and powder; of the products of chapter 8",0.15789473684210525
630319,"Curtains (including drapes) and interior blinds; curtain or bed valances, knitted or crocheted, of textile materials other than synthetic fibres",0.15789473684210525
853650,"Electrical apparatus; switches n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts",0.15789473684210525
420229,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper",0.15789473684210525
600290,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width not exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread",0.15789473684210525
271290,"Paraffin wax; containing by weight 0.75% or more of oil, obtained by synthesis or by other processes, whether or not coloured",0.15789473684210525
902730,"Spectrometers, spectrophotometers and spectrographs; using optical radiations (UV, visible, IR)",0.15789473684210525
390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",0.15789473684210525
560811,"Twine, cordage or rope; fishing nets, made up, of man made textile materials",0.15789473684210525
681182,"Cellulose fibre-cement; articles or the like, sheets, panels, tiles and similar articles (other than corrugated sheets), not containing asbestos",0.15789473684210525
560790,"Twine, cordage, ropes, cables; of materials n.e.c. in heading no. 5607, whether or not plaited, braided or impregnated, coated, covered, or sheathed with rubber or plastics",0.15384615384615385
760519,"Aluminium; (not alloyed), wire, maximum cross-sectional dimension is 7mm or less",0.15384615384615385
851230,"Sound signalling equipment; electrical, used on cycles or motor vehicles (excluding articles of heading no. 8539)",0.15384615384615385
961100,"Stamps; date, numbering, sealing stamps and the like (including devices for printing or embossing labels), designed for operating by hand; hand operated composing sticks and printing sets",0.15384615384615385
846299,"Machine-tools; presses for working metal or metal carbides, n.e.c. in heading no. 8462, other than hydraulic presses",0.15384615384615385
710813,"Metals; gold, semi-manufactured",0.15384615384615385
902780,"Instruments and apparatus; for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, n.e.c. in heading no. 9027",0.15384615384615385
900510,Binoculars,0.15384615384615385
871200,"Bicycles and other cycles; including delivery tricycles, not motorised",0.15384615384615385
848140,"Valves; safety or relief valves, for pipes, boiler shells, tanks, vats or the like",0.15384615384615385
740921,"Copper; strip, of a thickness exceeding 0.15mm, of copper-zinc base alloys (brass), in coils",0.15384615384615385
847989,"Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter",0.15384615384615385
760719,"Aluminium; foil, (not backed), of a thickness not exceeding 0.2mm, not rolled",0.15384615384615385
722300,"Steel, stainless; wire",0.15384615384615385
681320,"Friction material and articles thereof (e.g. sheets, rolls, strips, segments, discs, washers, pads) not mounted; for brakes, clutches or the like, with a basis of asbestos",0.15384615384615385
580710,"Labels, badges and similar articles; woven, of textile materials, in the piece, in strips or cut to shape or size, not embroidered",0.15384615384615385
721932,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness of 3mm or more but less than 4.75mm",0.15384615384615385
721933,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm",0.15384615384615385
710399,"Stones; precious (other than diamonds) and semi-precious stones, (other than rubies, sapphires and emeralds), worked other than simply sawn or roughly shaped, not strung, mounted or set",0.15384615384615385
842489,"Mechanical appliances; for projecting, dispersing or spraying liquids or powders, for other than agricultural or horticultural use, whether or not hand-operated",0.15384615384615385
846019,"Machine-tools; flat-surface grinding machines, other than numerically controlled",0.15384615384615385
401610,"Rubber; vulcanised (other than hard rubber), moulded rubber mats and mats of non-rectangular shape made by cutting from the piece, of cellular rubber",0.15384615384615385
510720,"Yarn; of combed wool, containing less than 85% by weight of wool, not put up for retail sale",0.15384615384615385
650700,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps; for headgear",0.15384615384615385
550932,"Yarn; (not sewing thread), multiple (folded) or cabled, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale",0.15384615384615385
180500,"Cocoa; powder, not containing added sugar or other sweetening matter",0.15384615384615385
160415,"Fish preparations; mackerel, prepared or preserved, whole or in pieces (but not minced)",0.15384615384615385
910229,"Wrist-watches; whether or not incorporating a stop-watch facility, with other than automatic winding",0.15384615384615385
520941,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing more than 200g/m2",0.15384615384615385
852719,Radio broadcast receivers capable of operating without an external power source; n.e.c. in item no. 8527.1,0.15384615384615385
170290,"Sugars; n.e.c. in heading no. 1702, including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose",0.15384615384615385
400300,"Rubber; reclaimed rubber, in primary forms or in plates, sheets or strip",0.15384615384615385
520942,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 200g/m2, denim",0.15384615384615385
730411,"Iron or steel (excluding cast iron); seamless, line pipe of a kind used for oil or gas pipelines, of stainless steel",0.15384615384615385
722020,"Steel, stainless; flat-rolled, width less than 600mm, cold-rolled",0.15384615384615385
253090,Mineral substances; n.e.c. in chapter 25,0.15384615384615385
520515,"Cotton yarn; (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale",0.15384615384615385
370400,"Photographic plates, film, paper, paperboard and textiles; exposed but not developed",0.15384615384615385
382491,"Chemical products, mixtures and preparations; consisting mainly of (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methylphosphonate and bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",0.15384615384615385
420222,"Cases and containers; handbags (whether or not with shoulder strap and including those without handle), with outer surface of sheeting of plastics or of textile materials",0.15384615384615385
960621,"Buttons; of plastics, not covered with textile material",0.15384615384615385
160414,"Fish preparations; tunas, skipjack and Atlantic bonito (sarda spp.), prepared or preserved, whole or in pieces (but not minced)",0.15384615384615385
841182,"Turbines; gas-turbines (excluding turbo-jets and turbo-propellers), of a power exceeding 5000kW",0.15384615384615385
720510,"Iron or steel, pig iron, spiegeleisen; granules thereof",0.15384615384615385
580620,"Fabrics; narrow (excluding pile fabrics), containing by weight 5% or more of elastomeric yarn or rubber thread",0.15
711790,"Jewellery; imitation, of other than base metal, whether or not plated with precious metal",0.15
190230,"Food preparations; pasta (excluding stuffed), cooked or otherwise prepared",0.15
903039,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, with a recording device (excluding multimeters)",0.15
390799,"Polyesters; n.e.c. in heading no. 3907, saturated, in primary forms",0.15
290122,"Acyclic hydrocarbons; unsaturated, propene (propylene)",0.15
854411,"Insulated electric conductors; winding wire, of copper",0.15
600690,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04,and other than those made of wool, fine animal hair, cotton, synthetic or artificial fibres",0.15
